"id","event","dtstart","dtend","venue","address","town","area","country","latitude","longitude"
975,"O'Flaherty Irish Music Youth Camp","2008-06-30 09:00:00","2008-07-01 05:00:00","Springhill Retreat Center","3991 E. Renner Road","Richardson","Texas","USA",33.00099945,-96.65010071
994,"Irish Traditional Singers' Session","2008-06-30 18:30:00","2008-06-30 21:00:00","Paddy Reilly's Music Bar","519 2nd Ave","Manhattan","New York","USA",40.74165726,-73.97851562
987,"Pride Of The West","2008-07-02 21:00:00","2008-07-02 00:00:00","Greville Arms Hotel","","Mullingar","Westmeath","Ireland",53.52476501,-7.33786583
968,"Rachel Hair and Joy Dunlop","2008-07-03 00:00:00","2008-07-03 00:00:00","Columba Centre","","Isle Of Islay","Argyll","Scotland",55.73625183,-6.17706680
825,"Swedish Tour Concerts & Workshops","2008-07-04 00:00:00","2008-07-11 00:00:00","Various Venues","","Oland","Oland Island","Sweden",56.70267487,16.69809151
969,"Rachel Hair and Joy Dunlop","2008-07-04 00:00:00","2008-07-05 00:00:00","Lochgilphead Parish Church Hall","","Lochgilphead","Argyll","Scotland",56.03829193,-5.43234491
998,"An Seisún (La Session) à Mesquer","2008-07-04 12:00:00","2008-07-06 23:45:00","Various Venues","","Mesquer","Pays De La Loire","France",47.39961624,-2.46079803
978,"Gary Quinn - 'Keep Her Lit' CD Launch Concert","2008-07-04 20:30:00","2008-07-04 23:00:00","The Mall Theatre","","Tuam","Galway","Ireland",53.51486206,-8.85128117
970,"Rachel Hair and Joy Dunlop","2008-07-05 00:00:00","2008-07-05 00:00:00","Village Hall","","Taynuilt","Argyll","Scotland",56.42941284,-5.23836613
922,"36th Willie Clancy Summer School","2008-07-05 00:00:00","2008-07-13 00:00:00","Various Venues","","Miltown Malbay","Clare","Ireland",52.85620117,-9.40077591
999,"Keltenfest Lindenhof","2008-07-05 11:00:00","2008-07-06 18:00:00","Keltenfest Lindenhof","","Buchberg (SH)","Zürich","Switzerland",47.57296753,8.56112576
1000,"The Killackey Brothers","2008-07-05 20:00:00","2008-07-05 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
1008,"Ceol Na GConallach","2008-07-05 20:30:00","2008-07-05 22:30:00","Kilcar Parish Hall","Main St.","Kilcar","Donegal","Ireland",54.63237000,-8.59368038
722,"Swannanoa Gathering - Traditional Song Week","2008-07-06 00:00:00","2008-07-12 00:00:00","Warren Wilson College","701 Warren Wilson Road","Swannanoa","North Carolina","USA",35.61235809,-82.44188690
1010,"Altan","2008-07-06 21:00:00","2008-07-06 23:00:00","Escalinata De La Catedral","","Girona","Catalunya","Spain",41.98179626,2.82369995
1007,"Seán Ó' Sé, Martin Donohoe and Seamus Fay","2008-07-07 20:00:00","2008-07-07 22:00:00","Mill Theatre","","Dundrum","Dublin","Ireland",53.28909683,-6.24520636
1043,"Leahy Music Camp 2008","2008-07-08 00:00:00","2008-07-11 00:00:00","Viamede Resort","Stoney Lake","Peterborough","Ontario","Canada",44.55525589,-78.12312317
1012,"Slide In Concert","2008-07-08 20:00:00","2008-07-08 00:00:00","Mill Theatre","","Dundrum","Dublin","Ireland",53.28909683,-6.24520636
920,"Celtic Fiddle and Guitar Workshop","2008-07-09 00:00:00","2008-07-11 00:00:00","East Tennessee State University","P.O. Box 70556","Johnson City","Tennessee","USA",36.31343842,-82.35346985
997,"WS Whistle Launch By William Simmons","2008-07-09 14:00:00","2008-07-09 00:00:00","Tom Malone's Pub And Market House","","Miltown Malbay","Clare","Ireland",52.85620117,-9.40077591
1013,"Andy Irvine In Concert","2008-07-09 20:00:00","2008-07-09 00:00:00","Mill Theatre","","Dundrum","Dublin","Ireland",53.28909683,-6.24520636
1014,"Moonlighting","2008-07-10 08:00:00","2008-07-10 00:00:00","Irish Cultural Centre","5 Black's Road","Hammersmith","London","England",51.49118805,-0.22373150
1004,"Bruce Scott and Niamh Parsons In Concert","2008-07-10 20:00:00","2008-07-10 23:00:00","Mill Theatre","","Dundrum","Dublin","Ireland",53.28909683,-6.24520636
840,"Irish American Heritage Festival","2008-07-11 06:00:00","2008-07-13 11:00:00","Irish American Heritage Center","4626 N. Knox Avenue","Chicago","Illinois","USA",41.96532440,-87.74459076
1015,"Angelina Carberry And Martin Quinn","2008-07-11 20:00:00","2008-07-11 00:00:00","House Concert","","Columbia","South Carolina","USA",34.00070953,-81.03481293
1011,"Angelina Carberry & Martin Quinn In Concert","2008-07-12 19:00:00","2008-07-12 00:00:00","House Concert","","Roswell","Georgia","USA",34.02315521,-84.36159515
993,"Zoe Conway and John McIntyre","2008-07-12 20:00:00","2008-07-12 22:00:00","Everyman Theatre","13 Hope Street","Liverpool","Merseyside","England",53.40235519,-2.96968579
1009,"Ceol Na GConallach","2008-07-12 20:00:00","2008-07-12 22:30:00","Kilcar Parish Hall","Main St.","Kilcar","Donegal","Ireland",54.63237000,-8.59368038
990,"Na Fianna Irish Traditional Music In Argentina","2008-07-12 22:30:00","2008-07-12 00:00:00","Cruzat Beer House","Sarmiento 1617-Paseo La Plaza","Buenos Aires","Buenos Aires","Argentina",-34.60372162,-58.38159180
723,"Swannanoa Gathering - Celtic Week","2008-07-13 00:00:00","2008-07-19 00:00:00","Warren Wilson College","701 Warren Wilson Road","Swannanoa","North Carolina","USA",35.61235809,-82.44188690
910,"Alasdair Fraser & Natalie Hass","2008-07-13 00:00:00","2008-07-18 00:00:00","Crisol De Cuerda","","Sallent De Gállego","Huesca","Spain",42.77204132,-0.33478421
1022,"Munster Fleadh Cheoil 2008","2008-07-15 00:00:00","2008-07-15 00:00:00","Various Venues","","Kenmare","Kerry","Ireland",51.88009644,-9.58351707
1001,"Frogwater","2008-07-15 19:30:00","2008-07-15 00:00:00","Galena Performing Arts Series","","Galena","Illinois","USA",42.41667557,-90.42901611
608,"Seminar For Bulgarian, Greek And Serbian Folklore Dances and Music","2008-07-18 00:00:00","2008-07-31 00:00:00","Hotel Promishleno Stroitelstvo","","Varshets","Vratsa","Bulgaria",43.19447327,23.28531647
923,"Joe Mooney Summer School","2008-07-19 00:00:00","2008-07-26 00:00:00","Various Venues","","Drumshanbo","Leitrim","Ireland",54.04780197,-8.04002380
929,"Cabinteely Cross Roads Ceili","2008-07-19 19:30:00","2008-07-19 23:45:00","Cabinteely Cross Roads","Old Bray Road","Cabinteely","Dublin","Ireland",53.27042389,-6.16736269
1027,"Ceol Na GConallach - The Donegal Sessions","2008-07-19 20:00:00","2008-07-19 22:30:00","Kilcar Parish Hall","Main St.","Kilcar","Donegal","Ireland",54.63237000,-8.59368038
828,"Camp De Violon Traditionelle Québécoise De Lanaudière","2008-07-20 16:00:00","2008-07-25 00:00:00","Camp Mariste","8082 Chemin Morgan","Rawdon","Quebec","Canada",46.13994980,-73.73999023
954,"Natalie MacMaster And Donnell Leahy","2008-07-20 19:30:00","2008-07-20 00:00:00","The Riverwalk Center","","Breckenridge","Colorado","USA",39.48165512,-106.03835297
1006,"The Long Notes @ Best For The West Concerts","2008-07-20 21:30:00","2008-07-20 00:00:00","Magnetic Music","Fisher St","Doolin","Clare","Ireland",53.01246643,-9.38454533
991,"Irish/Celtic Week","2008-07-24 00:00:00","2008-07-24 00:00:00","Augusta Heritage Center Of Davis And Elkins College","100 Campus Drive","Elkins","West Virginia","USA",38.93042374,-79.84553528
234,"Trowbridge Village Pump Festival","2008-07-24 17:00:00","2008-07-27 23:00:00","Various Venues","","Trowbridge","Wiltshire","England",51.31966400,-2.20885301
754,"Ulster Fleadh","2008-07-25 00:00:00","2008-07-27 00:00:00","Various Venues","","Castlewellan","Down","Northern Ireland",54.25597000,-5.94771004
1037,"The Great American Irish Festival","2008-07-25 17:00:00","2008-07-27 23:00:00","Herkimer Fairgrounds","","Herkimer","New York","USA",43.02562714,-74.98599243
1036,"Mary Bergin, Alec Finn and Johnny Ringo McDonagh","2008-07-26 20:00:00","2008-07-26 23:30:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
1041,"Ceol Na GConallach - The Donegal Sessions","2008-07-26 20:00:00","2008-07-26 22:30:00","The Marquee","Derrylaghan","Kilcar","Donegal","Ireland",54.63278961,-8.59284782
1026,"Derek Warfield and The Young Wolfe Tones","2008-07-26 21:00:00","2008-07-26 00:00:00","Cultúrlann Na HÉireann","32 Belgrave Square","Monkstown","Dublin","Ireland",53.29715729,-6.16459179
1042,"Stanstead Community Gardens Opening Event","2008-07-27 14:00:00","2008-07-27 17:00:00","Stanstead Community Gardens","Stanstead Road","Forest Hill","London","England",51.44207764,-0.03950220
1040,"Noel Hill House Concert and Session","2008-07-27 19:30:00","2008-07-27 11:30:00","House Concert","","Villa Hills","Kentucky","USA",39.06339264,-84.59300232
827,"Scoil Acla Traditional Music Summer School","2008-07-28 00:00:00","2008-08-03 00:00:00","Various Venues","","Achill Island","Mayo","Ireland",53.96195221,-10.01533508
700,"Lark Camp","2008-08-01 00:00:00","2008-08-09 00:00:00","Mendocino Woodlands","","Mendocino","California","USA",39.30767441,-123.79946136
1049,"Tradition DL","2008-08-01 00:00:00","2008-08-03 00:00:00","Gastropub","6-7 Marine Road","Dún Laoghaire","Dublin","Ireland",53.29369354,-6.13477039
1002,"Dublin Irish Festival","2008-08-01 11:00:00","2008-08-03 23:00:00","Coffman Park","6555 Shier Rings Rd","Dublin","Ohio","USA",40.09382629,-83.16751862
1046,"Ceol Na GConallach - The Donegal Sessions","2008-08-02 20:00:00","2008-08-02 22:30:00","Kilcar Parish Hall","Main St.","Kilcar","Donegal","Ireland",54.63237000,-8.59368038
944,"Concerts Of Irish Music","2008-08-04 00:00:00","2008-08-05 00:00:00","The Clarion Hotel","Clarion Road, Ballinode","Sligo","Sligo","Ireland",54.27948761,-8.45829391
1003,"Celtic Fest","2008-08-04 00:00:00","2008-08-10 00:00:00","Lions Harbour Park","","Goderich","Ontario","Canada",43.74406433,-81.72023773
1024,"Goderich Celtic College","2008-08-04 00:00:00","2008-08-07 00:00:00","Various Venues","","Goderich","Ontario","Canada",43.72173309,-81.62636566
925,"Donegal Fiddle Summer School","2008-08-04 00:00:00","2008-08-08 00:00:00","Various Venues","","Glencolmcille","Donegal","Ireland",54.71106339,-8.72198391
1016,"Official Opening Of Queen Maeve Summer School Festival","2008-08-04 05:30:00","2008-08-04 06:30:00","Sligo City Hotel","Quay Street","Sligo","Sligo","Ireland",54.27320099,-8.47649956
1047,"Open Session","2008-08-04 08:30:00","2008-08-04 12:00:00","Bethlehem Brew Works","569 Main St.","Bethlehem","Pennsylvania","USA",40.62227631,-75.38212585
930,"Queen Maeve International Summer School  Of Irish Music Song And Set Dancing.","2008-08-04 10:00:00","2008-08-09 12:00:00","Sligo City Hotel","Quay Street","Sligo","Sligo","Ireland",54.27320099,-8.47649956
943,"Traditional music and singing classes","2008-08-04 10:00:00","2008-08-08 00:00:00","The Clarion Hotel","Clarion Road, Ballinode","Sligo","Sligo","Ireland",54.27948761,-8.45829391
1028,"Launch Of Carmel Gunnings New Website.","2008-08-04 17:30:00","2008-08-04 00:00:00","Sligo City Hotel","Quay Street","Sligo","Sligo","Ireland",54.27320099,-8.47649956
941,"Traditional Singers Night","2008-08-06 00:00:00","2008-08-06 00:00:00","The Clarion Hotel","Clarion Road, Ballinode","Sligo","Sligo","Ireland",54.27948761,-8.45829391
924,"Feakle Festival","2008-08-06 00:00:00","2008-08-12 00:00:00","Various Venues","","Feakle","Clare","Ireland",52.92606735,-8.64865208
938,"Queen Maeve Tutors Concert","2008-08-07 00:00:00","2008-08-07 00:00:00","The Clarion Hotel","Clarion Road, Ballinode","Sligo","Sligo","Ireland",54.27948761,-8.45829391
942,"Ronan Regan sean nos dance workshop","2008-08-07 00:00:00","2008-08-07 00:00:00","Institute Of Technology","Ballinode","Sligo","Sligo","Ireland",54.27637100,-8.45285416
1017,"Sligo Town Sean Nos Dance Workshop","2008-08-07 03:00:00","2008-08-07 05:00:00","Sligo City Hotel","Quay Street","Sligo","Sligo","Ireland",54.27320099,-8.47649956
834,"Fifth Bradfield Traditional Music Weekend","2008-08-08 00:00:00","2008-08-10 00:00:00","Edgemont Farm","Lumb Lane","Bradfield","Yorkshire","England",53.43827438,-1.57063341
1023,"Earth, Air, Fire, Water: Goderich Celtic Roots Festival","2008-08-08 00:00:00","2008-08-10 00:00:00","Lions Harbour Park","","Goderich","Ontario","Canada",43.74406433,-81.72023773
1050,"The 5th Bradfield Traditional Music Festival","2008-08-08 00:00:00","2008-08-10 00:00:00","Edgemont Farm","Lumb Lane","Bradfield","Yorkshire","England",53.43827438,-1.57063341
940,"The Swallows Tail - Ceilí Mor","2008-08-09 00:00:00","2008-08-09 00:00:00","The Clarion Hotel","Clarion Road, Ballinode","Sligo","Sligo","Ireland",54.27948761,-8.45829391
939,"Mildred Beirne One Day Set Dancing Classes","2008-08-09 10:00:00","2008-08-09 00:00:00","Sligo City Hotel","Quay Street","Sligo","Sligo","Ireland",54.27320099,-8.47649956
1057,"Féile Cheoil Chill Chartha - Kilcar Fleadh","2008-08-09 20:00:00","2008-08-17 00:00:00","Various Venues","","Kilcar","Donegal","Ireland",54.63311005,-8.60491085
1025,"Milwaukee Irish Fest Summer School","2008-08-10 09:00:00","2008-08-15 16:00:00","Milwaukee School Of Engineering","1025 N. Broadway","Milwaukee","Wisconsin","USA",43.04564285,-87.90221405
1058,"Boxed Off","2008-08-10 21:00:00","2008-08-10 00:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
702,"Folkworks Summer School 2008","2008-08-11 00:00:00","2008-08-16 00:00:00","College Of St. Hild And St. Bede","","Durham","Durham","England",54.77524948,-1.58485198
971,"Rachel Hair and Joy Dunlop","2008-08-12 00:00:00","2008-08-12 00:00:00","Community Centre","","Portree","Isle Of Skye","Scotland",57.33333206,-6.25000000
926,"Masters Of Tradition","2008-08-14 00:00:00","2008-08-17 00:00:00","Bantry House","13 Glengarriff Road","Bantry","Cork","Ireland",51.68044281,-9.44899082
972,"Rachel Hair and Joy Dunlop","2008-08-15 00:00:00","2008-08-15 00:00:00","Sabhal Mòr Ostaig","","Sleat","Isle Of Skye","Scotland",57.08982086,-5.87158203
1056,"16th Annual Michael Shanley Traditional Weekend","2008-08-15 00:00:00","2008-08-18 00:00:00","Various Venues","","Kiltyclogher","Leitrim","Ireland",54.35637283,-8.03783989
1052,"The 8th Summer School Of Irish Dancing","2008-08-16 10:00:00","2008-08-22 22:00:00","Elementary School ZS Zarubova","Zárubova 977/17, 142 00 Praha-Kamýk","Prague","Bohemia","Czech Republic",50.01399994,14.43198681
1065,"Brigid Feld Robine","2008-08-16 20:00:00","2008-08-16 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
1059,"Banjaxed!","2008-08-16 21:00:00","2008-08-16 00:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
1066,"Fleadh Cheoil Na HEireann","2008-08-17 00:00:00","2008-08-24 00:00:00","Various Venues","","Tullamore","Offaly","Ireland",53.27390671,-7.49454784
1074,"Worlds Largest Session","2008-08-21 00:00:00","2008-08-21 00:00:00","Tullamore Fleadh Cheoil","","Tullamore","Offaly","Ireland",53.27390671,-7.49454784
1045,"Zoe Conway With Meitheal Orchestra","2008-08-21 13:00:00","2008-08-21 00:00:00","National Concert Hall","Earlsfort Terrace","Dublin","Dublin","Ireland",53.33452988,-6.25823164
1055,"Andy Irvine In Concert","2008-08-22 00:00:00","2008-08-22 00:00:00","Kennedys","","Craughwell","Galway","Ireland",53.22569656,-8.73313522
1060,"Dulcet Tones","2008-08-23 21:00:00","2008-08-23 00:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
1064,"Tønder Festival","2008-08-28 20:00:00","2008-08-31 23:45:00","Various Venues","","Tønder","South Jutland","Denmark",54.93262863,8.86727333
1062,"Moseley Folk Festival","2008-08-29 00:00:00","2008-08-31 00:00:00","Moseley Park","","Birmingham","West Midlands","England",52.48624420,-1.89040101
1091,"Still Not Mells: Irish Music Weekend","2008-08-29 00:00:00","2008-08-31 23:00:00","King's Head","","Coleford","Somerset","England",51.23630905,-2.44820189
1039,"Paddy Keenan and Tommy O'Sullivan","2008-08-29 20:00:00","2008-08-29 22:30:00","Auburn House Concerts","1665 High St.","Auburn","California","USA",38.89111710,-121.08250427
1092,"Irish Music And Dance, Labor Day Weekend","2008-08-30 13:00:00","2008-09-01 18:00:00","Glen Echo Park","7300 McArthur Blvd","Glen Echo","Maryland","USA",38.96718597,-77.13851929
1072,"Téada","2008-08-30 20:30:00","2008-08-30 23:30:00","Cultúrlann","216 Falls Road","Belfast","Antrim","Northern Ireland",54.59630966,-5.95453262
1053,"Seisiún Mór Sa Páirc!","2008-08-31 11:30:00","2008-08-31 13:00:00","Northwest Park Blocks","NW 8th Ave","Portland","Oregon","USA",45.52634048,-122.67856598
1061,"Fiddles on Fire","2008-08-31 21:00:00","2008-08-31 00:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
1099,"Haworth Arts and Music Festival","2008-09-04 00:00:00","2008-09-07 00:00:00","Various Venues","","Haworth","Yorkshire","England",53.83015442,-1.94923699
1079,"Trad Connections","2008-09-05 20:00:00","2008-09-05 00:00:00","Mermaid Arts Centre","Main Street","Bray","Wicklow","Ireland",53.20090485,-6.11107397
1093,"Johnny Crampsie Traditional Music Weekend","2008-09-05 20:00:00","2008-09-06 23:00:00","Alley Theatre","Railway Street","Strabane","Tyrone","Northern Ireland",54.82775879,-7.46512461
1101,"Máire Ní Chathasaigh and Chris Newman","2008-09-05 20:00:00","2008-09-05 22:15:00","The Harlington Centre","Fleet Road","Fleet","Hampshire","England",51.28203583,-0.84131980
1097,"Bua Concert","2008-09-06 08:00:00","2008-09-06 11:00:00","Baile Corcaigh","1426 Bagley","Detroit","Michigan","USA",42.32973480,-83.06517029
1034,"CCÉ Boston Music School, Fall Semester At Harvard University","2008-09-06 09:00:00","2008-09-06 14:00:00","Harvard University","25 Francis Street","Cambridge","Massachusetts","USA",42.33879089,-71.11377716
1102,"Máire Ní Chathasaigh and Chris Newman","2008-09-06 19:30:00","2008-09-06 21:45:00","Chawton Village Hall","","Chawton","Hampshire","England",51.13125610,-0.98742503
1080,"Trad Connections","2008-09-06 20:00:00","2008-09-06 00:00:00","Solstice Arts Centre","","Navan","Meath","Ireland",53.65040588,-6.68590164
1103,"Eamon Murray Bodhran Workshop","2008-09-07 01:00:00","2008-09-07 02:30:00","Retro House","2312 Tilbury Avenue","Pittsburgh","Pennsylvania","USA",40.43047333,-79.91802979
1118,"Ceili Nights","2008-09-07 08:00:00","2010-12-28 23:30:00","London Irish Centre","50-52 Camden Square","Camden","London","England",51.54587173,-0.13118830
